Date,Open,High,Low,Close,Adj Close,Volume
2021-09-14,116405.000000,117270.000000,115809.000000,116181.000000,116181.000000,9034100
2021-09-15,116191.000000,116312.000000,114741.000000,115063.000000,115063.000000,9456800
2021-09-16,115062.000000,115062.000000,113395.000000,113794.000000,113794.000000,10685500
2021-09-17,113794.000000,113794.000000,111157.000000,111439.000000,111439.000000,14827600
2021-09-20,111435.000000,111435.000000,107520.000000,108844.000000,108844.000000,11500200
2021-09-21,108859.000000,110923.000000,108859.000000,110250.000000,110250.000000,11247700
2021-09-22,110252.000000,113321.000000,110251.000000,112282.000000,112282.000000,12158600
2021-09-23,112282.000000,114330.000000,112281.000000,114064.000000,114064.000000,11476300
2021-09-24,114062.000000,114062.000000,112505.000000,113283.000000,113283.000000,9121200
2021-09-27,113283.000000,114432.000000,112360.000000,113583.000000,113583.000000,10739700
2021-09-28,113584.000000,113584.000000,109981.000000,110124.000000,110124.000000,13190800
2021-09-29,110125.000000,112028.000000,110125.000000,111107.000000,111107.000000,11372600
2021-09-30,111117.000000,112371.000000,110743.000000,110979.000000,110979.000000,13160600
2021-10-01,110980.000000,113020.000000,110980.000000,112900.000000,112900.000000,10779100
2021-10-04,112900.000000,112900.000000,109979.000000,110393.000000,110393.000000,11814200
2021-10-05,110397.000000,111691.000000,110087.000000,110458.000000,110458.000000,10379000
2021-10-06,110454.000000,110614.000000,108180.000000,110560.000000,110560.000000,13279200
2021-10-07,110563.000000,111522.000000,110563.000000,110585.000000,110585.000000,10646000
2021-10-08,110586.000000,114172.000000,110586.000000,112833.000000,112833.000000,12871400
2021-10-11,112834.000000,113982.000000,112052.000000,112180.000000,112180.000000,10283700
2021-10-13,112180.000000,114159.000000,111807.000000,113456.000000,113456.000000,11732700
2021-10-14,113457.000000,113881.000000,112708.000000,113185.000000,113185.000000,8956200
2021-10-15,113189.000000,114776.000000,113049.000000,114648.000000,114648.000000,11174900
2021-10-18,114647.000000,114927.000000,112841.000000,114428.000000,114428.000000,11201300
2021-10-19,114422.000000,114422.000000,109947.000000,110673.000000,110673.000000,14129200
2021-10-20,110677.000000,112023.000000,110176.000000,110786.000000,110786.000000,11735800
2021-10-21,110767.000000,110767.000000,105714.000000,107735.000000,107735.000000,16507700
2021-10-22,107714.000000,107749.000000,102854.000000,106296.000000,106296.000000,21165700
2021-10-25,106298.000000,109372.000000,106296.000000,108715.000000,108715.000000,11512100
2021-10-26,108713.000000,108713.000000,106321.000000,106420.000000,106420.000000,10762200
2021-10-27,106433.000000,108224.000000,106045.000000,106363.000000,106363.000000,10831300
2021-10-28,106369.000000,107210.000000,105282.000000,105705.000000,105705.000000,11502900
2021-10-29,105707.000000,105954.000000,103430.000000,103501.000000,103501.000000,12595800
2021-11-01,103514.000000,106136.000000,103514.000000,105551.000000,105551.000000,10734800
2021-11-03,105547.000000,106754.000000,104205.000000,105617.000000,105617.000000,14696900
2021-11-04,105617.000000,105627.000000,102835.000000,103412.000000,103412.000000,12084000
2021-11-05,103412.000000,105555.000000,103412.000000,104824.000000,104824.000000,12595000
2021-11-08,104824.000000,105679.000000,104182.000000,104781.000000,104781.000000,9358000
2021-11-09,104783.000000,106674.000000,104783.000000,105535.000000,105535.000000,11021200
2021-11-10,105535.000000,107407.000000,105140.000000,105968.000000,105968.000000,12277400
2021-11-11,105988.000000,108669.000000,105988.000000,107725.000000,107725.000000,12661400
2021-11-12,107576.000000,107915.000000,105842.000000,106312.000000,106312.000000,13248100
2021-11-16,106336.000000,106971.000000,104113.000000,104508.000000,104508.000000,11579400
2021-11-17,104405.000000,105535.000000,102551.000000,102945.000000,102945.000000,12832200
2021-11-18,102948.000000,103757.000000,102014.000000,102524.000000,102524.000000,10905700
2021-11-19,102426.000000,103975.000000,102143.000000,103035.000000,103035.000000,11101500
2021-11-22,103036.000000,104613.000000,102122.000000,102122.000000,102122.000000,10410000
2021-11-23,102124.000000,103692.000000,101736.000000,103663.000000,103663.000000,13032400
2021-11-24,103652.000000,105041.000000,102464.000000,104514.000000,104514.000000,10466600
2021-11-25,104514.000000,106400.000000,104514.000000,105811.000000,105811.000000,7890400
2021-11-26,105810.000000,105810.000000,101495.000000,102224.000000,102224.000000,10969100
2021-11-29,102227.000000,104149.000000,102226.000000,102814.000000,102814.000000,10283300
2021-11-30,102814.000000,103066.000000,100075.000000,101915.000000,101915.000000,18195100
2021-12-01,101916.000000,104087.000000,100727.000000,100775.000000,100775.000000,13762900
2021-12-02,100785.000000,104466.000000,100785.000000,104466.000000,104466.000000,14846500
2021-12-03,104467.000000,106814.000000,104090.000000,105070.000000,105070.000000,14581500
2021-12-06,105070.000000,107498.000000,105070.000000,106859.000000,106859.000000,11127500
2021-12-07,106868.000000,108655.000000,106868.000000,107558.000000,107558.000000,11773100
2021-12-08,107558.000000,108521.000000,107309.000000,108096.000000,108096.000000,13166800
2021-12-09,106573.000000,106754.000000,105890.000000,106291.000000,106291.000000,11082900
2021-12-10,106296.000000,108275.000000,106296.000000,107758.000000,107758.000000,10466000
2021-12-13,107758.000000,109493.000000,107383.000000,107383.000000,107383.000000,12512300
2021-12-14,107387.000000,109148.000000,106445.000000,106760.000000,106760.000000,11604300
2021-12-15,106763.000000,107603.000000,105697.000000,107370.000000,107370.000000,12663100
2021-12-16,107433.000000,109034.000000,107433.000000,108212.000000,108212.000000,13754600
2021-12-17,108324.000000,108324.000000,106518.000000,107201.000000,107201.000000,14934300
2021-12-20,107171.000000,107171.000000,104358.000000,105020.000000,105020.000000,10570000
2021-12-21,105020.000000,105906.000000,105020.000000,105500.000000,105500.000000,9041600
2021-12-22,105499.000000,105711.000000,104386.000000,105244.000000,105244.000000,8052900
2021-12-23,105251.000000,105453.000000,104637.000000,104891.000000,104891.000000,7283600
2021-12-27,104892.000000,105694.000000,104798.000000,105531.000000,105531.000000,7594900
2021-12-28,105555.000000,105652.000000,104503.000000,104864.000000,104864.000000,7509000
2021-12-29,104863.000000,105190.000000,103851.000000,104107.000000,104107.000000,6590000
2021-12-30,104106.000000,105269.000000,104106.000000,104822.000000,104822.000000,11138100
2022-01-03,104823.000000,106125.000000,103413.000000,103922.000000,103922.000000,11128500
2022-01-04,103922.000000,104276.000000,103096.000000,103514.000000,103514.000000,11491600
2022-01-05,103514.000000,103514.000000,100850.000000,101006.000000,101006.000000,0
2022-01-06,101006.000000,102235.000000,101000.000000,101561.000000,101561.000000,11749200
2022-01-07,101561.000000,102719.000000,101104.000000,102719.000000,102719.000000,11733200
2022-01-10,102719.000000,102719.000000,101038.000000,101945.000000,101945.000000,10264700
2022-01-11,101946.000000,103780.000000,101918.000000,103779.000000,103779.000000,12421500
2022-01-12,103779.000000,105869.000000,103771.000000,105686.000000,105686.000000,13026500
2022-01-13,105686.000000,106251.000000,104974.000000,105530.000000,105530.000000,11712300
2022-01-14,105530.000000,107062.000000,105028.000000,106928.000000,106928.000000,11457100
2022-01-17,106927.000000,106928.000000,106097.000000,106692.000000,106692.000000,6924200
2022-01-18,106369.000000,107013.000000,105786.000000,106522.000000,106522.000000,11221900
2022-01-19,106670.000000,108602.000000,106669.000000,108013.000000,108013.000000,12595600
2022-01-20,108015.000000,109873.000000,108015.000000,109102.000000,109102.000000,13630500
2022-01-21,109097.000000,109786.000000,108368.000000,108942.000000,108942.000000,13408400
2022-01-24,108941.000000,108948.000000,106624.000000,107752.000000,107752.000000,12700800
2022-01-25,107935.000000,110115.000000,107185.000000,109845.000000,109845.000000,13713900
2022-01-26,110207.000000,112695.000000,110204.000000,111573.000000,111573.000000,15513800
2022-01-27,111303.000000,113057.000000,111303.000000,112315.000000,112315.000000,14812000
2022-01-28,112611.000000,112969.000000,111407.000000,111478.000000,111478.000000,13520100
2022-01-31,111910.000000,112495.000000,111195.000000,112388.000000,112388.000000,12190800
2022-02-01,112143.000000,113302.000000,112135.000000,113147.000000,113147.000000,11133300
2022-02-02,113228.000000,113666.000000,111645.000000,112161.000000,112161.000000,11751200
2022-02-03,111897.000000,112502.000000,111225.000000,111696.000000,111696.000000,11039700
2022-02-04,111696.000000,112415.000000,110321.000000,112245.000000,112245.000000,0
2022-02-07,112247.000000,112517.000000,111490.000000,111996.000000,111996.000000,10672800
2022-02-08,111995.000000,112251.000000,110943.000000,112234.000000,112234.000000,10157500
2022-02-09,112233.000000,113163.000000,111710.000000,112461.000000,112461.000000,13794500
2022-02-10,112462.000000,113812.000000,112163.000000,113359.000000,113359.000000,13267900
2022-02-11,113368.000000,114899.000000,113128.000000,113572.000000,113572.000000,18602800
2022-02-14,113643.000000,114167.000000,113358.000000,113807.000000,113807.000000,10757600
2022-02-15,113905.000000,114819.000000,113882.000000,114660.000000,114660.000000,11649600
2022-02-16,114830.000000,115734.000000,114816.000000,115181.000000,115181.000000,12052100
2022-02-17,115181.000000,115214.000000,113389.000000,113528.000000,113528.000000,10807500
2022-02-18,113534.000000,114213.000000,112701.000000,112768.000000,112768.000000,11300700
2022-02-21,112880.000000,113405.000000,111608.000000,111725.000000,111725.000000,7864900
2022-02-22,111727.000000,113315.000000,111727.000000,112892.000000,112892.000000,12707000
2022-02-23,112892.000000,113721.000000,111748.000000,112008.000000,112008.000000,12120600
2022-02-24,112001.000000,112001.000000,109125.000000,111592.000000,111592.000000,16794700
2022-02-25,111591.000000,113142.000000,110673.000000,113142.000000,113142.000000,17555700
2022-03-02,113143.000000,115429.000000,113143.000000,115174.000000,115174.000000,0
2022-03-03,115173.000000,115948.000000,115010.000000,115166.000000,115166.000000,12123000
2022-03-04,115166.000000,115166.000000,113389.000000,114474.000000,114474.000000,10715700
2022-03-07,114469.000000,114529.000000,111140.000000,111593.000000,111593.000000,14057700
2022-03-08,111594.000000,112390.000000,110969.000000,111203.000000,111203.000000,15698500
2022-03-09,111210.000000,114051.000000,111207.000000,113900.000000,113900.000000,14705400
2022-03-10,113900.000000,113939.000000,111889.000000,113663.000000,113663.000000,12984000
2022-03-11,113664.000000,114627.000000,111332.000000,111713.000000,111713.000000,12475800
2022-03-14,111716.000000,112299.000000,109717.000000,109928.000000,109928.000000,10480900
2022-03-15,109925.000000,109925.000000,107781.000000,108959.000000,108959.000000,13653800
2022-03-16,108958.000000,111183.000000,108958.000000,111112.000000,111112.000000,13205200
2022-03-17,111113.000000,113088.000000,111070.000000,113076.000000,113076.000000,14407500
2022-03-18,113076.000000,115311.000000,112475.000000,115311.000000,115311.000000,19552500
2022-03-21,115307.000000,116360.000000,115208.000000,116155.000000,116155.000000,10378700
2022-03-22,116157.000000,117541.000000,116157.000000,117272.000000,117272.000000,11382700
2022-03-23,117270.000000,118270.000000,117036.000000,117457.000000,117457.000000,11083700
2022-03-24,117460.000000,119256.000000,117151.000000,119053.000000,119053.000000,13474400
2022-03-25,119062.000000,119729.000000,118548.000000,119081.000000,119081.000000,13814500
2022-03-28,119082.000000,119444.000000,118061.000000,118738.000000,118738.000000,9167700
2022-03-29,118740.000000,120900.000000,118740.000000,120014.000000,120014.000000,12931900
2022-03-30,120013.000000,120531.000000,119775.000000,120260.000000,120260.000000,10893300
2022-03-31,120261.000000,120880.000000,119999.000000,119999.000000,119999.000000,11202100
2022-04-01,120001.000000,121579.000000,120001.000000,121570.000000,121570.000000,13780900
2022-04-04,121569.000000,121570.000000,120754.000000,121280.000000,121280.000000,8812500
2022-04-05,121279.000000,121628.000000,118794.000000,118885.000000,118885.000000,11788300
2022-04-06,118885.000000,118885.000000,116791.000000,118228.000000,118228.000000,13410800
2022-04-07,118226.000000,119247.000000,117509.000000,118862.000000,118862.000000,11520100
2022-04-08,118861.000000,118868.000000,117487.000000,118322.000000,118322.000000,11225800
2022-04-11,118320.000000,118320.000000,116953.000000,116953.000000,116953.000000,9558400
2022-04-12,116963.000000,118615.000000,116054.000000,116147.000000,116147.000000,11406800
2022-04-13,116150.000000,117329.000000,116150.000000,116782.000000,116782.000000,12070500
2022-04-14,116781.000000,116781.000000,115624.000000,116182.000000,116182.000000,10365400
2022-04-18,116182.000000,116191.000000,115177.000000,115687.000000,115687.000000,8404900
2022-04-19,115687.000000,115687.000000,114277.000000,115057.000000,115057.000000,0
2022-04-20,115057.000000,115057.000000,113945.000000,114344.000000,114344.000000,10747700
2022-04-22,114343.000000,114343.000000,110591.000000,111078.000000,111078.000000,10877300
2022-04-25,111077.000000,111155.000000,109222.000000,110685.000000,110685.000000,11098300
2022-04-26,110684.000000,110685.000000,107978.000000,108213.000000,108213.000000,11747500
2022-04-27,108214.000000,110107.000000,108214.000000,109349.000000,109349.000000,11515700
2022-04-28,109349.000000,110702.000000,108905.000000,109919.000000,109919.000000,11129900
2022-04-29,109922.000000,111819.000000,107876.000000,107876.000000,107876.000000,13662200
2022-05-02,107876.000000,107884.000000,105218.000000,106639.000000,106639.000000,11935100
2022-05-03,106640.000000,107127.000000,106033.000000,106528.000000,106528.000000,9935500
2022-05-04,106529.000000,108382.000000,104933.000000,108344.000000,108344.000000,14558600
2022-05-05,108337.000000,108337.000000,103923.000000,105304.000000,105304.000000,13826200
2022-05-06,105303.000000,106268.000000,103984.000000,105135.000000,105135.000000,14137700
2022-05-09,105109.000000,105109.000000,102768.000000,103250.000000,103250.000000,13196700
2022-05-10,103251.000000,104286.000000,102386.000000,103110.000000,103110.000000,13507400
2022-05-11,103110.000000,105374.000000,103008.000000,104397.000000,104397.000000,13425100
2022-05-12,104395.000000,105708.000000,103579.000000,105688.000000,105688.000000,13995600
2022-05-13,105691.000000,107773.000000,105691.000000,106924.000000,106924.000000,12369300
2022-05-16,108685.000000,108685.000000,108199.000000,108233.000000,108233.000000,10596900
2022-05-17,108246.000000,109774.000000,108245.000000,108789.000000,108789.000000,16503400
2022-05-18,107903.000000,108096.000000,106038.000000,106247.000000,106247.000000,14752800
2022-05-19,106249.000000,107420.000000,105760.000000,107005.000000,107005.000000,11426400
2022-05-20,108520.000000,108795.000000,107351.000000,108488.000000,108488.000000,12866400
2022-05-23,108500.000000,110680.000000,108500.000000,110346.000000,110346.000000,10682700
2022-05-24,110340.000000,110635.000000,108399.000000,110581.000000,110581.000000,11724400
2022-05-25,110085.000000,111006.000000,109699.000000,110580.000000,110580.000000,10737700
2022-05-26,110577.000000,112102.000000,110388.000000,111890.000000,111890.000000,13077400
2022-05-27,111890.000000,112441.000000,111558.000000,111942.000000,111942.000000,9979300
2022-05-30,111944.000000,112690.000000,110655.000000,111032.000000,111032.000000,7284500
2022-05-31,111036.000000,111903.000000,110685.000000,111351.000000,111351.000000,15809400
2022-06-01,111351.000000,111931.000000,110822.000000,111360.000000,111360.000000,9790200
2022-06-02,111363.000000,112709.000000,111218.000000,112393.000000,112393.000000,10051100
2022-06-03,112392.000000,112392.000000,110935.000000,111102.000000,111102.000000,8757500
2022-06-06,111102.000000,111935.000000,110015.000000,110186.000000,110186.000000,8212400
2022-06-07,110185.000000,110435.000000,109394.000000,110070.000000,110070.000000,9466200
2022-06-08,110067.000000,110142.000000,108045.000000,108368.000000,108368.000000,10379900
2022-06-09,108367.000000,108510.000000,107068.000000,107094.000000,107094.000000,11955500
2022-06-10,107091.000000,107092.000000,104648.000000,105481.000000,105481.000000,12840500
2022-06-13,105476.000000,105478.000000,101700.000000,102598.000000,102598.000000,13837900
2022-06-14,102598.000000,103328.000000,101325.000000,102063.000000,102063.000000,11563200
2022-06-15,102068.000000,103952.000000,102046.000000,102807.000000,102807.000000,16023500
2022-06-17,102800.000000,102801.000000,98402.000000,99825.000000,99825.000000,18927300
2022-06-20,99824.000000,100481.000000,98409.000000,99853.000000,99853.000000,10900800
2022-06-21,99854.000000,101069.000000,99167.000000,99685.000000,99685.000000,11072300
2022-06-22,99678.000000,100374.000000,98050.000000,99522.000000,99522.000000,11675100
2022-06-23,99523.000000,100232.000000,97775.000000,98080.000000,98080.000000,12397700
2022-06-24,98081.000000,99313.000000,98031.000000,98672.000000,98672.000000,10345200
2022-06-27,98673.000000,101106.000000,98672.000000,100764.000000,100764.000000,9895900
2022-06-28,100766.000000,102237.000000,99956.000000,100591.000000,100591.000000,10493900
2022-06-29,100592.000000,101313.000000,99218.000000,99622.000000,99622.000000,10448100
2022-06-30,99619.000000,99619.000000,97758.000000,98542.000000,98542.000000,14588800
2022-07-01,98542.000000,99340.000000,97231.000000,98954.000000,98954.000000,11609800
2022-07-04,98952.000000,99353.000000,98264.000000,98609.000000,98609.000000,6279300
